game_pk,official_date,away_id,away_score,home_id,home_score
777793,2025-05-24,137,0,120,3
777794,2025-05-24,158,1,134,2
777791,2025-05-24,112,4,113,6
777787,2025-05-24,136,1,117,2
777803,2025-05-24,135,1,144,7
777792,2025-05-24,140,5,145,10
777782,2025-05-24,147,13,115,1
777795,2025-05-24,141,1,139,3
777796,2025-05-24,114,7,116,5
777789,2025-05-24,119,2,121,5
777784,2025-05-24,143,9,133,6
777781,2025-05-24,146,6,108,2
777780,2025-05-25,114,0,116,5
777785,2025-05-25,110,5,111,1
777778,2025-05-25,137,3,120,2
777776,2025-05-25,158,6,134,5
777779,2025-05-25,112,11,113,8
777775,2025-05-25,141,0,139,13
777774,2025-05-25,136,3,117,5
777772,2025-05-25,118,2,142,1
777777,2025-05-25,140,5,145,4
777766,2025-05-25,109,3,138,4
777768,2025-05-25,147,5,115,4
777765,2025-05-25,143,4,133,5
777767,2025-05-25,146,3,108,0
777783,2025-05-25,135,5,144,3
777773,2025-05-25,119,1,121,3
777770,2025-05-26,137,1,116,3
777764,2025-05-26,111,2,158,3
777757,2025-05-26,115,1,112,3
777771,2025-05-26,138,2,110,5
777759,2025-05-26,141,2,140,1
777760,2025-05-26,113,7,118,4
777758,2025-05-26,145,1,121,2
777769,2025-05-26,119,7,114,2
777762,2025-05-26,142,2,139,7
777761,2025-05-26,134,0,109,5
777756,2025-05-26,146,3,135,4
777763,2025-05-26,147,5,108,1
777753,2025-05-27,119,9,114,5
777754,2025-05-27,138,7,110,4
777755,2025-05-27,137,1,116,3
777748,2025-05-27,144,0,143,2
777746,2025-05-27,142,4,139,2
777749,2025-05-27,145,4,121,6
777750,2025-05-27,113,7,118,2
777747,2025-05-27,111,1,158,5
777751,2025-05-27,115,3,112,4
777741,2025-05-27,141,0,140,2
777752,2025-05-27,133,1,117,11
777745,2025-05-27,147,3,108,2
777744,2025-05-27,134,9,109,6
777743,2025-05-27,120,1,136,9
777742,2025-05-27,146,6,135,8
777739,2025-05-28,119,4,114,7
777738,2025-05-28,137,3,116,4
777732,2025-05-28,142,0,139,5
777737,2025-05-28,145,9,121,4
777736,2025-05-28,111,5,158,6
777734,2025-05-28,133,3,117,5
777729,2025-05-28,134,10,109,1
777726,2025-05-28,146,10,135,8
777740,2025-05-28,138,6,110,4
777733,2025-05-28,113,2,118,3
777731,2025-05-28,115,1,112,2
777724,2025-05-28,141,2,140,0
777728,2025-05-28,147,1,108,0
777730,2025-05-28,120,9,136,0
777735,2025-05-29,144,4,143,5
777723,2025-05-29,144,9,143,3
777727,2025-05-29,133,0,141,12
777725,2025-05-29,139,13,117,3
777722,2025-05-29,120,9,136,3
777712,2025-05-30,113,6,112,2
777720,2025-05-30,145,1,110,2
777715,2025-05-30,158,6,143,2
777716,2025-05-30,133,7,141,11
777721,2025-05-30,108,4,114,1
777718,2025-05-30,115,2,121,4
777717,2025-05-30,137,2,146,0
777719,2025-05-30,111,5,144,1
777709,2025-05-30,138,1,140,11
777711,2025-05-30,116,7,118,5
777714,2025-05-30,139,1,117,2
777710,2025-05-30,120,9,109,7
777707,2025-05-30,134,2,135,3
777713,2025-05-30,142,12,136,6
777708,2025-05-30,147,5,119,8
777704,2025-05-31,113,0,112,2
777701,2025-05-31,133,7,141,8
777697,2025-05-31,138,2,140,0
777699,2025-05-31,145,2,110,4
777702,2025-05-31,158,17,143,7
777703,2025-05-31,108,5,114,7
777694,2025-05-31,116,0,118,1
777700,2025-05-31,115,2,121,8
777693,2025-05-31,139,16,117,3
777706,2025-05-31,111,0,144,5
777705,2025-05-31,137,0,146,1
777695,2025-05-31,142,4,136,5
777698,2025-05-31,147,2,119,18
777691,2025-05-31,134,5,135,0
777696,2025-05-31,120,11,109,7
777678,2025-06-01,138,1,140,8
777692,2025-06-01,111,3,144,1
777684,2025-06-01,145,2,110,3
777688,2025-06-01,158,5,143,2
777685,2025-06-01,133,4,141,8
777683,2025-06-01,108,2,114,4
777686,2025-06-01,115,3,121,5
777689,2025-06-01,137,4,146,2
777677,2025-06-01,116,1,118,0
777690,2025-06-01,139,0,117,1
777687,2025-06-01,113,3,112,7
777679,2025-06-01,120,1,109,3
777680,2025-06-01,142,1,136,2
777681,2025-06-01,134,4,135,6
777682,2025-06-01,147,7,119,3
777673,2025-06-02,115,6,146,4
777670,2025-06-02,108,7,111,6
777671,2025-06-02,158,3,113,2
777674,2025-06-02,116,13,145,1
777676,2025-06-02,135,1,137,0
777669,2025-06-02,142,10,133,4
777675,2025-06-02,121,4,119,3
777663,2025-06-03,117,3,134,0
777666,2025-06-03,115,3,146,2
777659,2025-06-03,112,8,120,3
777664,2025-06-03,114,2,147,3
777665,2025-06-03,143,8,141,3
777667,2025-06-03,108,4,111,3
777668,2025-06-03,158,2,113,4
777672,2025-06-03,109,8,144,3
777662,2025-06-03,140,1,139,5
777661,2025-06-03,116,1,145,8
777660,2025-06-03,118,10,138,7
777655,2025-06-03,110,5,136,1
777656,2025-06-03,135,3,137,2
777658,2025-06-03,142,10,133,3
777657,2025-06-03,121,5,119,6
777652,2025-06-04,115,3,146,2
777647,2025-06-04,158,9,113,1
777649,2025-06-04,108,9,111,11
777648,2025-06-04,117,0,134,3
777650,2025-06-04,112,0,120,2
777653,2025-06-04,114,4,147,0
777651,2025-06-04,143,1,141,2
777654,2025-06-04,109,2,144,1
777646,2025-06-04,140,4,139,5
777639,2025-06-04,116,5,145,4
777645,2025-06-04,110,3,136,2
777641,2025-06-04,135,5,137,6
777643,2025-06-04,142,6,133,1
777638,2025-06-04,121,6,119,1
777640,2025-06-05,109,11,144,10
777642,2025-06-05,118,5,138,6
777635,2025-06-05,118,7,138,5
777634,2025-06-05,116,2,145,3
777637,2025-06-05,143,1,141,9
777636,2025-06-05,142,3,133,14
777628,2025-06-05,110,4,136,3
777633,2025-06-05,135,2,137,3
777631,2025-06-05,121,5,119,6
777630,2025-06-05,117,8,134,2
777632,2025-06-05,112,7,120,1
777644,2025-06-05,114,0,147,4
777629,2025-06-05,140,3,139,4
777625,2025-06-06,146,3,139,4
777621,2025-06-06,143,4,134,5
777624,2025-06-06,140,0,120,2
777627,2025-06-06,111,6,147,9
777623,2025-06-06,109,3,113,4
777626,2025-06-06,112,1,116,3
777622,2025-06-06,117,4,114,2
777618,2025-06-06,118,2,145,7
777615,2025-06-06,141,6,142,4
777617,2025-06-06,135,2,158,0
777620,2025-06-06,119,0,138,5
777616,2025-06-06,121,4,115,2
777614,2025-06-06,136,4,108,5
777613,2025-06-06,110,4,133,5
777619,2025-06-06,144,4,137,5
777609,2025-06-07,112,6,116,1
777600,2025-06-07,141,5,142,4
777601,2025-06-07,119,1,138,2
777610,2025-06-07,140,5,120,0
777607,2025-06-07,143,1,134,2
777598,2025-06-07,144,2,137,3
777612,2025-06-07,109,1,113,13
777608,2025-06-07,117,5,114,3
777606,2025-06-07,118,1,145,4
777611,2025-06-07,146,11,139,10
777605,2025-06-07,111,10,147,7
777597,2025-06-07,135,3,158,4
777603,2025-06-07,136,6,108,8
777604,2025-06-07,121,8,115,1
777599,2025-06-07,110,7,133,4
777592,2025-06-08,146,2,139,3
777586,2025-06-08,135,1,158,0
777596,2025-06-08,140,4,120,2
777595,2025-06-08,143,1,134,2
777602,2025-06-08,109,2,113,4
777594,2025-06-08,112,0,116,4
777591,2025-06-08,117,2,114,4
777585,2025-06-08,141,3,142,6
777590,2025-06-08,118,7,145,5
777582,2025-06-08,119,7,138,3
777583,2025-06-08,121,13,115,5
777588,2025-06-08,110,1,133,5
777587,2025-06-08,144,3,137,4
777589,2025-06-08,136,3,108,2
777593,2025-06-08,111,11,147,7
777580,2025-06-09,113,7,114,4
777574,2025-06-09,146,3,134,10
777578,2025-06-09,112,3,143,4
777584,2025-06-09,139,10,111,8
777575,2025-06-09,144,7,158,1
777581,2025-06-09,141,5,138,4
777576,2025-06-09,133,4,108,7
777579,2025-06-09,119,8,135,7
777577,2025-06-09,136,4,109,8
777573,2025-06-10,116,5,110,3
777569,2025-06-10,113,1,114,0
777566,2025-06-10,146,3,134,2
777571,2025-06-10,112,8,143,4
777570,2025-06-10,120,4,121,5
777565,2025-06-10,139,1,111,3
777557,2025-06-10,140,16,142,4
777572,2025-06-10,147,10,118,2
777568,2025-06-10,144,1,158,4
777558,2025-06-10,141,10,138,9
777567,2025-06-10,145,4,117,2
777563,2025-06-10,137,6,115,5
777564,2025-06-10,133,1,108,2
777560,2025-06-10,119,1,135,11
777559,2025-06-10,136,3,109,10
777552,2025-06-11,146,2,134,5
777553,2025-06-11,112,2,143,7
777549,2025-06-11,113,2,114,11
777554,2025-06-11,144,6,158,2
777545,2025-06-11,141,5,138,2
777548,2025-06-11,136,2,109,5
777542,2025-06-11,133,5,108,6
777543,2025-06-11,119,5,135,2
777562,2025-06-11,116,1,110,10
777555,2025-06-11,120,0,121,5
777561,2025-06-11,139,3,111,4
777556,2025-06-11,140,2,142,6
777551,2025-06-11,147,6,118,3
777550,2025-06-11,145,2,117,10
777547,2025-06-11,137,10,115,7
777544,2025-06-12,120,3,121,4
777533,2025-06-12,140,16,142,3
777534,2025-06-12,137,7,115,8
777540,2025-06-12,116,4,110,1
777536,2025-06-12,147,1,118,0
777532,2025-06-12,138,0,158,6
777541,2025-06-12,134,2,112,3
777546,2025-06-12,145,3,117,4
777526,2025-06-13,134,2,112,1
777531,2025-06-13,141,0,143,8
777530,2025-06-13,146,11,120,9
777539,2025-06-13,108,0,110,2
777538,2025-06-13,113,5,116,11
777528,2025-06-13,139,7,121,5
777537,2025-06-13,147,1,111,2
777535,2025-06-13,115,4,144,12
777524,2025-06-13,145,1,140,3
777529,2025-06-13,133,6,118,4
777527,2025-06-13,142,3,117,10
777525,2025-06-13,138,2,158,3
777521,2025-06-13,135,1,109,5
777520,2025-06-13,114,2,136,7
777522,2025-06-13,137,6,119,2
777514,2025-06-14,146,4,120,3
777517,2025-06-14,113,11,116,1
777513,2025-06-14,134,1,112,2
777519,2025-06-14,108,5,110,6
777509,2025-06-14,141,2,143,3
777508,2025-06-14,145,4,140,5
777511,2025-06-14,133,4,118,0
777518,2025-06-14,139,8,121,4
777510,2025-06-14,142,2,117,3
777523,2025-06-14,115,1,144,4
777512,2025-06-14,138,8,158,5
777515,2025-06-14,135,7,109,8
777516,2025-06-14,147,3,111,4
777507,2025-06-14,114,3,136,4
777506,2025-06-14,137,5,119,11
777505,2025-06-15,113,8,116,4
777501,2025-06-15,108,2,110,11
777499,2025-06-15,141,4,143,11
777504,2025-06-15,115,10,144,1
777503,2025-06-15,146,3,120,1
777500,2025-06-15,147,0,111,2
777502,2025-06-15,139,9,121,0
777496,2025-06-15,133,3,118,2
777494,2025-06-15,142,1,117,2
777492,2025-06-15,138,2,158,3
777497,2025-06-15,134,2,112,3
777493,2025-06-15,145,1,140,2
777491,2025-06-15,135,8,109,2
777495,2025-06-15,114,0,136,6
777498,2025-06-15,137,4,119,5
777483,2025-06-16,143,5,146,2
777488,2025-06-16,115,6,120,4
777487,2025-06-16,108,1,147,0
777484,2025-06-16,110,1,139,7
777486,2025-06-16,111,2,136,0
777485,2025-06-16,117,1,133,3
777490,2025-06-16,135,3,119,6
777481,2025-06-17,143,3,146,8
777475,2025-06-17,134,3,116,7
777480,2025-06-17,115,10,120,6
777476,2025-06-17,108,4,147,0
777479,2025-06-17,109,4,141,5
777478,2025-06-17,142,5,113,6
777489,2025-06-17,121,4,144,5
777477,2025-06-17,110,5,139,1
777467,2025-06-17,138,12,145,2
777468,2025-06-17,118,6,140,1
777482,2025-06-17,158,3,112,5
777473,2025-06-17,111,0,136,8
777472,2025-06-17,114,3,137,2
777469,2025-06-17,117,13,133,3
777471,2025-06-17,135,6,119,8
777453,2025-06-18,111,3,136,1
777465,2025-06-18,143,4,146,2
777461,2025-06-18,115,3,120,1
777466,2025-06-18,108,3,147,2
777462,2025-06-18,109,1,141,8
777474,2025-06-18,142,2,113,4
777470,2025-06-18,121,0,144,5
777463,2025-06-18,110,8,139,12
777460,2025-06-18,118,6,140,3
777454,2025-06-18,114,4,137,2
777456,2025-06-18,117,11,133,4
777457,2025-06-18,135,3,119,4
777452,2025-06-19,142,12,113,5
777445,2025-06-19,115,3,120,4
777449,2025-06-19,108,3,147,7
777451,2025-06-19,134,2,116,9
777464,2025-06-19,134,8,116,4
777447,2025-06-19,138,5,145,4
777458,2025-06-19,138,8,145,6
777450,2025-06-19,158,8,112,7
777443,2025-06-19,118,4,140,1
777448,2025-06-19,109,9,141,5
777440,2025-06-19,114,1,137,2
777444,2025-06-19,143,2,146,1
777455,2025-06-19,121,1,144,7
777446,2025-06-19,110,4,139,1
777441,2025-06-19,117,4,133,6
777442,2025-06-19,135,5,119,3
777436,2025-06-20,136,9,112,4
777432,2025-06-20,140,6,134,2
777431,2025-06-20,116,8,139,14
777438,2025-06-20,110,5,147,3
777435,2025-06-20,145,7,141,1
777439,2025-06-20,144,2,146,6
777433,2025-06-20,113,1,138,6
777437,2025-06-20,121,2,143,10
777434,2025-06-20,158,17,142,6
777430,2025-06-20,109,14,115,8
777428,2025-06-20,117,3,108,2
777426,2025-06-20,118,6,135,5
777429,2025-06-20,114,1,133,5
777427,2025-06-20,120,5,119,6
777425,2025-06-20,111,7,137,5
777420,2025-06-21,116,3,139,8
777422,2025-06-21,110,0,147,9
777412,2025-06-21,158,9,142,0
777415,2025-06-21,113,5,138,6
777419,2025-06-21,136,7,112,10
777418,2025-06-21,145,1,141,7
777417,2025-06-21,111,2,137,3
777421,2025-06-21,140,3,134,2
777424,2025-06-21,144,7,146,0
777413,2025-06-21,118,1,135,5
777423,2025-06-21,121,11,143,4
777410,2025-06-21,109,5,115,3
777414,2025-06-21,117,1,108,9
777411,2025-06-21,114,4,133,2
777416,2025-06-21,120,7,119,3
777406,2025-06-22,110,2,147,4
777409,2025-06-22,116,9,139,3
777404,2025-06-22,140,3,134,8
777408,2025-06-22,145,4,141,2
777402,2025-06-22,144,3,146,5
777401,2025-06-22,158,9,142,8
777407,2025-06-22,113,4,138,1
777403,2025-06-22,136,14,112,6
777399,2025-06-22,109,2,115,4
777400,2025-06-22,114,3,133,0
777395,2025-06-22,111,5,137,9
777397,2025-06-22,117,8,108,7
777398,2025-06-22,120,7,119,13
777396,2025-06-22,118,2,135,3
777405,2025-06-22,121,1,143,7
777394,2025-06-23,140,0,110,6
777389,2025-06-23,144,3,121,2
777390,2025-06-23,147,1,113,6
777388,2025-06-23,136,11,142,2
777393,2025-06-23,109,10,145,0
777391,2025-06-23,134,5,158,4
777392,2025-06-23,112,2,138,8
777381,2025-06-23,111,5,108,9
777382,2025-06-23,120,10,135,6
777380,2025-06-24,140,6,110,5
777386,2025-06-24,133,4,116,11
777384,2025-06-24,141,10,114,6
777387,2025-06-24,144,7,121,4
777385,2025-06-24,147,4,113,5
777378,2025-06-24,139,5,118,1
777375,2025-06-24,136,6,142,5
777383,2025-06-24,109,4,145,1
777374,2025-06-24,134,3,158,9
777373,2025-06-24,112,7,138,8
777377,2025-06-24,143,0,117,1
777379,2025-06-24,119,9,115,7
777376,2025-06-24,111,2,108,3
777372,2025-06-24,120,3,135,4
777364,2025-06-24,146,4,137,2
777370,2025-06-25,109,3,145,7
777361,2025-06-25,134,2,158,4
777362,2025-06-25,111,2,108,5
777360,2025-06-25,120,0,135,1
777365,2025-06-25,140,7,110,0
777371,2025-06-25,133,3,116,0
777368,2025-06-25,141,4,114,5
777369,2025-06-25,144,3,121,7
777367,2025-06-25,147,7,113,1
777359,2025-06-25,139,3,118,0
777363,2025-06-25,136,0,142,2
777357,2025-06-25,112,8,138,0
777366,2025-06-25,143,0,117,2
777358,2025-06-25,119,8,115,1
777355,2025-06-25,146,8,137,5
777351,2025-06-26,133,0,116,8
777354,2025-06-26,141,6,114,0
777356,2025-06-26,136,1,142,10
777353,2025-06-26,139,4,118,0
777350,2025-06-26,143,1,117,2
777348,2025-06-26,112,3,138,0
777344,2025-06-26,119,3,115,1
777347,2025-06-26,146,12,137,5
777352,2025-06-26,144,0,121,4
777341,2025-06-27,121,1,134,9
777343,2025-06-27,139,8,110,22
777337,2025-06-27,133,0,147,3
777346,2025-06-27,135,1,113,8
777349,2025-06-27,138,5,114,0
777345,2025-06-27,141,9,111,0
777334,2025-06-27,142,4,116,1
777342,2025-06-27,143,13,144,0
777338,2025-06-27,137,3,145,1
777340,2025-06-27,136,7,140,6
777336,2025-06-27,112,4,117,7
777335,2025-06-27,119,5,118,4
777339,2025-06-27,115,6,158,10
777331,2025-06-27,120,15,108,9
777332,2025-06-27,146,9,109,8
777326,2025-06-28,133,7,147,0
777324,2025-06-28,142,5,116,10
777325,2025-06-28,121,2,134,9
777330,2025-06-28,139,11,110,3
777322,2025-06-28,136,2,140,3
777319,2025-06-28,119,5,118,9
777328,2025-06-28,135,6,113,4
777329,2025-06-28,138,9,114,6
777323,2025-06-28,141,1,111,15
777327,2025-06-28,137,0,145,1
777318,2025-06-28,146,8,109,7
777321,2025-06-28,115,0,158,5
777320,2025-06-28,112,12,117,3
777333,2025-06-28,143,1,144,6
777315,2025-06-28,120,2,108,8
777309,2025-06-29,138,7,114,0
777313,2025-06-29,121,1,134,12
777317,2025-06-29,139,1,110,5
777310,2025-06-29,141,5,111,3
777316,2025-06-29,143,2,144,1
777307,2025-06-29,133,5,147,12
777312,2025-06-29,135,2,113,3
777308,2025-06-29,112,0,117,2
777304,2025-06-29,119,5,118,1
777311,2025-06-29,137,2,145,5
777301,2025-06-29,115,4,158,3
777302,2025-06-29,136,6,140,4
777305,2025-06-29,120,7,108,4
777303,2025-06-29,146,6,109,4
777314,2025-06-29,142,0,116,3
777306,2025-06-30,135,0,143,4
777299,2025-06-30,138,0,134,7
777295,2025-06-30,147,4,141,5
777300,2025-06-30,113,6,111,13
777296,2025-06-30,133,6,139,4
777292,2025-06-30,110,10,140,6
777297,2025-06-30,118,2,136,6
777291,2025-06-30,137,2,109,4
777283,2025-07-01,147,5,141,12
777288,2025-07-01,138,0,134,1
777293,2025-07-01,142,0,146,2
777286,2025-07-01,133,4,139,3
777294,2025-07-01,113,3,111,5
777298,2025-07-01,108,4,144,0
777287,2025-07-01,114,2,112,5
777282,2025-07-01,110,2,140,10
777285,2025-07-01,117,6,115,5
777281,2025-07-01,118,6,136,3
777278,2025-07-01,137,2,109,8
777280,2025-07-01,145,1,119,6
777271,2025-07-02,133,5,139,6
777272,2025-07-02,138,0,134,5
777284,2025-07-02,116,11,120,2
777265,2025-07-02,116,4,120,9
777273,2025-07-02,135,6,143,4
777290,2025-07-02,135,1,143,5
777289,2025-07-02,158,7,121,2
777276,2025-07-02,158,3,121,7
777275,2025-07-02,142,2,146,1
777274,2025-07-02,147,9,141,11
777277,2025-07-02,113,8,111,4
777279,2025-07-02,108,3,144,8
777266,2025-07-02,114,4,112,5
777268,2025-07-02,110,0,140,6
777269,2025-07-02,117,5,115,3
777262,2025-07-02,118,2,136,3
777270,2025-07-02,137,6,109,5
777267,2025-07-02,145,4,119,5
777263,2025-07-03,142,1,146,4
777264,2025-07-03,117,6,115,7
777258,2025-07-03,116,7,120,11
777260,2025-07-03,147,5,141,8
777257,2025-07-03,158,2,121,3
777261,2025-07-03,108,5,144,1
777259,2025-07-03,114,0,112,1
777256,2025-07-03,137,7,109,2
777251,2025-07-03,118,3,136,2
777253,2025-07-03,145,2,119,6
777245,2025-07-04,111,11,120,2
777255,2025-07-04,113,9,143,6
777246,2025-07-04,138,3,112,11
777250,2025-07-04,147,5,121,6
777236,2025-07-04,134,0,136,6
777247,2025-07-04,139,3,142,4
777239,2025-07-04,140,2,135,3
777242,2025-07-04,108,3,141,4
777249,2025-07-04,116,2,114,1
777254,2025-07-04,158,6,146,5
777252,2025-07-04,110,3,144,2
777243,2025-07-04,145,3,115,2
777235,2025-07-04,117,18,119,1
777248,2025-07-04,118,9,109,3
777244,2025-07-04,137,2,133,11
777230,2025-07-05,139,5,142,6
777229,2025-07-05,138,8,112,6
777231,2025-07-05,108,3,141,4
777228,2025-07-05,111,10,120,3
777233,2025-07-05,113,1,143,5
777234,2025-07-05,118,1,109,7
777237,2025-07-05,110,9,144,6
777241,2025-07-05,147,6,121,12
777238,2025-07-05,158,2,146,4
777240,2025-07-05,116,1,114,0
777221,2025-07-05,117,6,119,4
777232,2025-07-05,145,10,115,3
777223,2025-07-05,140,7,135,4
777227,2025-07-05,137,7,133,2
777225,2025-07-05,134,0,136,1
777222,2025-07-06,110,2,144,1
777213,2025-07-06,111,6,120,4
777217,2025-07-06,113,1,143,3
777214,2025-07-06,108,2,141,3
777226,2025-07-06,116,7,114,2
777216,2025-07-06,147,6,121,4
777224,2025-07-06,158,3,146,1
777220,2025-07-06,139,7,142,5
777215,2025-07-06,145,4,115,6
777218,2025-07-06,118,4,109,0
777206,2025-07-06,117,5,119,1
777205,2025-07-06,134,0,136,1
777219,2025-07-06,138,0,112,11
777207,2025-07-06,140,1,135,4
777210,2025-07-06,137,6,133,2
777211,2025-07-07,139,1,116,5
777209,2025-07-07,115,3,111,9
777208,2025-07-07,146,5,113,1
777204,2025-07-07,134,3,118,9
777212,2025-07-07,141,8,145,4
777201,2025-07-07,119,1,158,9
777202,2025-07-07,114,7,117,5
777200,2025-07-07,140,5,108,6
777203,2025-07-07,109,6,135,3
777199,2025-07-07,143,1,137,3
777198,2025-07-08,121,7,110,6
777195,2025-07-08,139,2,116,4
777187,2025-07-08,136,3,147,10
777196,2025-07-08,115,2,111,10
777197,2025-07-08,146,12,113,2
777194,2025-07-08,134,3,118,4
777190,2025-07-08,112,1,142,8
777188,2025-07-08,141,6,145,1
777193,2025-07-08,119,1,158,3
777191,2025-07-08,120,2,138,4
777192,2025-07-08,114,10,117,6
777180,2025-07-08,140,13,108,1
777185,2025-07-08,109,0,135,1
777186,2025-07-08,143,3,137,4
777189,2025-07-08,144,1,133,10
777172,2025-07-09,141,1,145,2
777175,2025-07-09,119,2,158,3
777163,2025-07-09,143,13,137,0
777182,2025-07-09,139,7,116,3
777184,2025-07-09,136,6,147,9
777179,2025-07-09,115,2,111,10
777183,2025-07-09,146,2,113,7
777177,2025-07-09,134,3,118,4
777173,2025-07-09,112,2,142,4
777178,2025-07-09,120,8,138,2
777174,2025-07-09,114,4,117,2
777171,2025-07-09,140,8,108,11
777162,2025-07-09,109,8,135,2
777176,2025-07-09,144,9,133,2
777165,2025-07-10,121,1,110,3
777181,2025-07-10,121,3,110,7
777166,2025-07-10,112,8,142,1
777168,2025-07-10,146,0,113,6
777169,2025-07-10,136,5,147,6
777170,2025-07-10,139,3,111,4
777167,2025-07-10,120,1,138,8
777156,2025-07-10,144,4,133,5
777159,2025-07-10,140,11,108,4
777158,2025-07-10,109,3,135,4
777164,2025-07-11,114,4,145,2
777146,2025-07-11,114,4,145,5
777157,2025-07-11,146,2,110,5
777153,2025-07-11,112,0,147,11
777160,2025-07-11,115,3,113,2
777161,2025-07-11,136,12,116,3
777155,2025-07-11,139,4,111,5
777151,2025-07-11,121,8,118,3
777154,2025-07-11,140,7,117,3
777148,2025-07-11,134,1,142,2
777149,2025-07-11,120,3,158,8
777147,2025-07-11,144,6,138,5
777150,2025-07-11,109,5,108,6
777139,2025-07-11,143,2,135,4
777152,2025-07-11,141,7,133,6
777143,2025-07-11,119,7,137,8
777142,2025-07-12,112,5,147,2
777145,2025-07-12,136,15,116,7
777134,2025-07-12,134,4,142,12
777133,2025-07-12,144,7,138,6
777127,2025-07-12,119,2,137,1
777141,2025-07-12,146,6,110,0
777140,2025-07-12,115,3,113,4
777136,2025-07-12,121,3,118,1
777144,2025-07-12,139,0,111,1
777138,2025-07-12,114,6,145,2
777135,2025-07-12,120,5,158,6
777137,2025-07-12,140,4,117,5
777126,2025-07-12,143,4,135,5
777131,2025-07-12,109,5,108,10
777132,2025-07-12,141,3,133,4
777130,2025-07-13,139,1,111,4
777129,2025-07-13,146,11,110,1
777122,2025-07-13,112,4,147,1
777128,2025-07-13,115,2,113,4
777121,2025-07-13,136,8,116,4
777124,2025-07-13,121,2,118,3
777125,2025-07-13,140,5,117,1
777113,2025-07-13,134,2,142,1
777120,2025-07-13,114,6,145,5
777123,2025-07-13,120,1,158,8
777118,2025-07-13,144,4,138,5
777119,2025-07-13,119,5,137,2
777116,2025-07-13,141,3,133,6
777115,2025-07-13,109,5,108,1
777117,2025-07-13,143,2,135,1
777101,2025-07-18,111,1,112,4
777107,2025-07-18,145,10,134,1
777112,2025-07-18,135,7,120,2
777106,2025-07-18,108,6,143,5
777108,2025-07-18,137,0,141,4
777111,2025-07-18,113,8,121,4
777105,2025-07-18,133,6,114,8
777109,2025-07-18,118,7,146,8
777114,2025-07-18,147,3,144,7
777110,2025-07-18,110,1,139,11
777098,2025-07-18,116,0,140,2
777102,2025-07-18,142,4,115,6
777100,2025-07-18,138,3,109,7
777099,2025-07-18,117,1,136,6
777103,2025-07-18,158,2,119,0
777094,2025-07-19,137,3,141,6
777092,2025-07-19,113,5,121,2
777093,2025-07-19,118,1,146,3
777089,2025-07-19,108,5,143,9
777090,2025-07-19,145,10,134,4
777091,2025-07-19,135,2,120,4
777095,2025-07-19,110,3,139,4
777088,2025-07-19,116,1,140,4
777104,2025-07-19,133,8,114,2
777096,2025-07-19,111,0,112,6
777081,2025-07-19,138,1,109,10
777097,2025-07-19,147,12,144,9
777080,2025-07-19,142,6,115,10
777085,2025-07-19,158,8,119,7
777086,2025-07-19,117,6,136,7
777079,2025-07-20,137,6,141,8
777076,2025-07-20,110,5,139,3
777077,2025-07-20,135,8,120,1
777078,2025-07-20,108,8,143,2
777074,2025-07-20,145,7,134,2
777083,2025-07-20,147,4,144,2
777087,2025-07-20,113,2,121,3
777084,2025-07-20,133,2,114,8
777082,2025-07-20,118,7,146,4
777075,2025-07-20,111,6,112,1
777072,2025-07-20,142,7,115,1
777067,2025-07-20,117,11,136,3
777071,2025-07-20,138,3,109,5
777070,2025-07-20,158,6,119,5
777073,2025-07-20,116,2,140,1
777068,2025-07-21,110,5,114,10
777060,2025-07-21,116,0,134,3
777062,2025-07-21,135,2,146,1
777064,2025-07-21,113,8,120,10
777063,2025-07-21,111,2,143,3
777066,2025-07-21,147,1,141,4
777061,2025-07-21,108,5,121,7
777069,2025-07-21,137,5,144,9
777059,2025-07-21,145,8,139,3
777065,2025-07-21,118,12,112,4
777057,2025-07-21,133,2,140,7
777053,2025-07-21,138,6,115,2
777055,2025-07-21,117,6,109,3
777050,2025-07-21,158,6,136,0
777051,2025-07-21,142,2,119,5
777056,2025-07-22,110,3,114,6
777044,2025-07-22,116,5,134,8
777052,2025-07-22,135,3,146,4
777042,2025-07-22,113,1,120,6
777045,2025-07-22,111,1,143,4
777048,2025-07-22,145,3,139,4
777046,2025-07-22,147,5,141,4
777054,2025-07-22,108,2,121,3
777058,2025-07-22,137,9,144,0
777047,2025-07-22,118,0,112,6
777043,2025-07-22,133,2,140,6
777049,2025-07-22,138,4,115,8
777040,2025-07-22,117,3,109,1
777035,2025-07-22,158,0,136,1
777039,2025-07-22,142,10,119,7
777026,2025-07-23,113,5,120,0
777037,2025-07-23,135,2,146,3
777041,2025-07-23,137,9,144,3
777029,2025-07-23,116,1,134,6
777034,2025-07-23,108,3,121,6
777031,2025-07-23,118,8,112,4
777028,2025-07-23,138,0,115,6
777032,2025-07-23,117,4,109,3
777024,2025-07-23,158,10,136,2
777022,2025-07-23,142,3,119,4
777036,2025-07-23,110,2,114,3
777027,2025-07-23,147,4,141,8
777038,2025-07-23,111,9,143,8
777030,2025-07-23,145,11,139,9
777033,2025-07-23,133,1,140,2
777019,2025-07-24,110,4,114,3
777021,2025-07-24,141,11,116,4
777023,2025-07-24,135,7,138,9
777025,2025-07-24,133,5,117,2
777018,2025-07-24,136,4,108,2
777008,2025-07-25,146,5,158,1
